file,speaker,label
12498.wav,FDR,spoof
12499.wav,Nelson Mandela,spoof
12500.wav,JFK,spoof
12501.wav,Boris Johnson,bona-fide
12502.wav,Barack Obama,bona-fide
12503.wav,Barack Obama,bona-fide
12504.wav,Bernie Sanders,spoof
12505.wav,Alec Guinness,bona-fide
12506.wav,Ronald Reagan,bona-fide
12507.wav,Nelson Mandela,spoof
12508.wav,Harry Truman,spoof
12509.wav,Alec Guinness,bona-fide
12510.wav,Donald Trump,bona-fide
12511.wav,Nelson Mandela,spoof
12512.wav,Louis Farrakhan,spoof
12513.wav,The Notorious B.I.G.,spoof
12514.wav,Ayn Rand,bona-fide
12515.wav,Martin Luther King,bona-fide
12516.wav,Ayn Rand,bona-fide
12517.wav,Donald Trump,bona-fide
12518.wav,Winston Churchill,bona-fide
12519.wav,Donald Trump,bona-fide
12520.wav,Donald Trump,bona-fide
12521.wav,Barack Obama,bona-fide
12522.wav,The Notorious B.I.G.,spoof
12523.wav,Donald Trump,bona-fide
12524.wav,The Notorious B.I.G.,bona-fide
12525.wav,Donald Trump,bona-fide
12526.wav,Barack Obama,bona-fide
12527.wav,Bill Clinton,bona-fide
12528.wav,Ayn Rand,bona-fide
12529.wav,Bernie Sanders,bona-fide
12530.wav,The Notorious B.I.G.,spoof
12531.wav,Bill Clinton,bona-fide
12532.wav,Barack Obama,spoof
12533.wav,Christopher Hitchens,bona-fide
12534.wav,Barack Obama,bona-fide
12535.wav,Nick Offerman,bona-fide
12536.wav,Barack Obama,spoof
12537.wav,Bill Clinton,spoof
12538.wav,Alec Guinness,spoof
12539.wav,Bernie Sanders,bona-fide
12540.wav,Bernie Sanders,spoof
12541.wav,Queen Elizabeth II,spoof
12542.wav,Milton Friedman,spoof
12543.wav,Donald Trump,bona-fide
12544.wav,Barack Obama,bona-fide
12545.wav,Queen Elizabeth II,spoof
12546.wav,JFK,spoof
12547.wav,Bob Ross,spoof
12548.wav,Mark Zuckerberg,bona-fide
12549.wav,Alec Guinness,bona-fide
12550.wav,George W. Bush,bona-fide
12551.wav,2Pac,spoof
12552.wav,George W. Bush,spoof
12553.wav,Alec Guinness,bona-fide
12554.wav,The Notorious B.I.G.,spoof
12555.wav,Alec Guinness,spoof
12556.wav,Barack Obama,bona-fide
12557.wav,Arnold Schwarzenegger,bona-fide
12558.wav,Bill Clinton,spoof
12559.wav,Martin Luther King,spoof
12560.wav,Ronald Reagan,spoof
12561.wav,Barack Obama,bona-fide
12562.wav,Ayn Rand,bona-fide
12563.wav,Bernie Sanders,bona-fide
12564.wav,Christopher Hitchens,bona-fide
12565.wav,Ayn Rand,spoof
12566.wav,Barack Obama,bona-fide
12567.wav,William F. Buckley,spoof
12568.wav,Boris Johnson,bona-fide
12569.wav,Queen Elizabeth II,spoof
12570.wav,Ronald Reagan,spoof
12571.wav,Nelson Mandela,bona-fide
12572.wav,Bernie Sanders,bona-fide
12573.wav,Bernie Sanders,spoof
12574.wav,Christopher Hitchens,spoof
12575.wav,John Cleese,spoof
12576.wav,Bernie Sanders,spoof
12577.wav,Winston Churchill,bona-fide
12578.wav,Louis Farrakhan,bona-fide
12579.wav,Ayn Rand,bona-fide
12580.wav,Alec Guinness,bona-fide
12581.wav,Alec Guinness,bona-fide
12582.wav,Barack Obama,bona-fide
12583.wav,Richard Nixon,bona-fide
12584.wav,Donald Trump,bona-fide
12585.wav,Donald Trump,bona-fide
12586.wav,The Notorious B.I.G.,spoof
12587.wav,Bernie Sanders,bona-fide
12588.wav,Donald Trump,bona-fide
12589.wav,Gilbert Gottfried,spoof
12590.wav,Jeff Goldblum,spoof
12591.wav,George W. Bush,bona-fide
12592.wav,Ayn Rand,spoof
12593.wav,2Pac,spoof
12594.wav,Barack Obama,spoof
12595.wav,Bernie Sanders,spoof
12596.wav,Bernie Sanders,bona-fide
12597.wav,Bernie Sanders,bona-fide
12598.wav,Barack Obama,bona-fide
12599.wav,Barack Obama,bona-fide
12600.wav,Bill Clinton,spoof
12601.wav,Dwight Eisenhower,bona-fide
12602.wav,Arnold Schwarzenegger,bona-fide
12603.wav,Ayn Rand,bona-fide
12604.wav,Ronald Reagan,spoof
12605.wav,Barack Obama,bona-fide
12606.wav,Donald Trump,bona-fide
12607.wav,Barack Obama,bona-fide
12608.wav,Ayn Rand,bona-fide
12609.wav,Arnold Schwarzenegger,spoof
12610.wav,John Cleese,spoof
12611.wav,Alec Guinness,bona-fide
12612.wav,JFK,bona-fide
12613.wav,Bernie Sanders,bona-fide
12614.wav,Barack Obama,spoof
12615.wav,Donald Trump,bona-fide
12616.wav,Barack Obama,bona-fide
12617.wav,Milton Friedman,spoof
12618.wav,Louis Farrakhan,bona-fide
12619.wav,Donald Trump,bona-fide
12620.wav,Donald Trump,bona-fide
12621.wav,The Notorious B.I.G.,spoof
12622.wav,Dwight Eisenhower,bona-fide
12623.wav,Bernie Sanders,bona-fide
12624.wav,Richard Nixon,bona-fide
12625.wav,Donald Trump,bona-fide
12626.wav,Alec Guinness,bona-fide
12627.wav,George W. Bush,spoof
12628.wav,Alexandria Ocasio-Cortez,spoof
12629.wav,Martin Luther King,bona-fide
12630.wav,Barack Obama,bona-fide
12631.wav,Donald Trump,bona-fide
12632.wav,Barack Obama,bona-fide
12633.wav,Mr. Rogers,spoof
12634.wav,Barack Obama,spoof
12635.wav,Scarlett Johansson,bona-fide
12636.wav,Ronald Reagan,spoof
12637.wav,Dwight Eisenhower,bona-fide
12638.wav,John Cleese,bona-fide
12639.wav,Arnold Schwarzenegger,spoof
12640.wav,Bernie Sanders,spoof
12641.wav,Alexandria Ocasio-Cortez,spoof
12642.wav,Scarlett Johansson,bona-fide
12643.wav,Milton Friedman,spoof
12644.wav,Donald Trump,bona-fide
12645.wav,George W. Bush,spoof
12646.wav,FDR,spoof
12647.wav,Barack Obama,spoof
12648.wav,Kamala Harris,bona-fide
12649.wav,Donald Trump,spoof
12650.wav,Alec Guinness,bona-fide
12651.wav,Martin Luther King,bona-fide
12652.wav,Barack Obama,spoof
12653.wav,Bernie Sanders,bona-fide
12654.wav,Bernie Sanders,spoof
12655.wav,Alec Guinness,bona-fide
12656.wav,Harry Truman,bona-fide
12657.wav,Nelson Mandela,spoof
12658.wav,Winston Churchill,spoof
12659.wav,Lyndon Johnson,bona-fide
12660.wav,Dwight Eisenhower,bona-fide
12661.wav,Scarlett Johansson,spoof
12662.wav,Bernie Sanders,bona-fide
12663.wav,Bill Clinton,bona-fide
12664.wav,Ronald Reagan,spoof
12665.wav,Alec Guinness,bona-fide
12666.wav,Alexandria Ocasio-Cortez,bona-fide
12667.wav,Ronald Reagan,spoof
12668.wav,Christopher Hitchens,bona-fide
12669.wav,Milton Friedman,spoof
12670.wav,Bernie Sanders,spoof
12671.wav,Martin Luther King,spoof
12672.wav,Arnold Schwarzenegger,bona-fide
12673.wav,Milton Friedman,spoof
12674.wav,Barack Obama,bona-fide
12675.wav,Bill Burr,bona-fide
12676.wav,Alec Guinness,spoof
12677.wav,Ronald Reagan,spoof
12678.wav,Barack Obama,bona-fide
12679.wav,Alec Guinness,spoof
12680.wav,Christopher Hitchens,bona-fide
12681.wav,Richard Nixon,bona-fide
12682.wav,Richard Nixon,bona-fide
12683.wav,Ayn Rand,bona-fide
12684.wav,Richard Nixon,bona-fide
12685.wav,Alec Guinness,spoof
12686.wav,Donald Trump,bona-fide
12687.wav,Barack Obama,bona-fide
12688.wav,Donald Trump,bona-fide
12689.wav,Alec Guinness,bona-fide
12690.wav,Barack Obama,bona-fide
12691.wav,Alec Guinness,spoof
12692.wav,Louis Farrakhan,bona-fide
12693.wav,Bill Clinton,spoof
12694.wav,Ayn Rand,bona-fide
12695.wav,The Notorious B.I.G.,spoof
12696.wav,Bill Clinton,spoof
12697.wav,Alec Guinness,bona-fide
12698.wav,Christopher Hitchens,bona-fide
12699.wav,Milton Friedman,bona-fide
12700.wav,Barack Obama,bona-fide
12701.wav,Donald Trump,bona-fide
12702.wav,Bill Clinton,spoof
12703.wav,Louis Farrakhan,bona-fide
12704.wav,FDR,spoof
12705.wav,Bernie Sanders,bona-fide
12706.wav,Ronald Reagan,bona-fide
12707.wav,Barack Obama,bona-fide
12708.wav,Louis Farrakhan,spoof
12709.wav,Alec Guinness,spoof
12710.wav,Winston Churchill,bona-fide
12711.wav,FDR,bona-fide
12712.wav,Winston Churchill,bona-fide
12713.wav,Donald Trump,bona-fide
12714.wav,Queen Elizabeth II,bona-fide
12715.wav,Ronald Reagan,bona-fide
12716.wav,Nick Offerman,bona-fide
12717.wav,Barack Obama,bona-fide
12718.wav,Mark Zuckerberg,bona-fide
12719.wav,Barack Obama,bona-fide
12720.wav,Milton Friedman,spoof
12721.wav,Alec Guinness,bona-fide
12722.wav,Barack Obama,spoof
12723.wav,Christopher Hitchens,spoof
12724.wav,Donald Trump,bona-fide
12725.wav,Milton Friedman,bona-fide
12726.wav,Alec Guinness,spoof
12727.wav,Malcolm X,bona-fide
12728.wav,Donald Trump,bona-fide
12729.wav,Bill Clinton,spoof
12730.wav,Donald Trump,bona-fide
12731.wav,Donald Trump,bona-fide
12732.wav,Mark Zuckerberg,bona-fide
12733.wav,Alec Guinness,spoof
12734.wav,Barack Obama,bona-fide
12735.wav,Orson Welles,spoof
12736.wav,Richard Nixon,bona-fide
12737.wav,Ayn Rand,spoof
12738.wav,Barack Obama,bona-fide
12739.wav,Donald Trump,bona-fide
12740.wav,Donald Trump,bona-fide
12741.wav,Donald Trump,bona-fide
12742.wav,Ayn Rand,bona-fide
12743.wav,Winston Churchill,bona-fide
12744.wav,Ayn Rand,bona-fide
12745.wav,Donald Trump,bona-fide
12746.wav,Christopher Hitchens,spoof
12747.wav,2Pac,bona-fide
12748.wav,Gilbert Gottfried,spoof
12749.wav,Alec Guinness,spoof
12750.wav,Winston Churchill,bona-fide
12751.wav,Barack Obama,bona-fide
12752.wav,Ronald Reagan,spoof
12753.wav,Ayn Rand,bona-fide
12754.wav,Alexandria Ocasio-Cortez,bona-fide
12755.wav,Alec Guinness,spoof
12756.wav,Barack Obama,bona-fide
12757.wav,Alec Guinness,bona-fide
12758.wav,Winston Churchill,bona-fide
12759.wav,Bernie Sanders,spoof
12760.wav,Alec Guinness,spoof
12761.wav,Barack Obama,bona-fide
12762.wav,Donald Trump,bona-fide
12763.wav,Donald Trump,bona-fide
12764.wav,Alec Guinness,bona-fide
12765.wav,Barack Obama,bona-fide
12766.wav,Christopher Hitchens,bona-fide
12767.wav,Richard Nixon,bona-fide
12768.wav,Bill Clinton,spoof
12769.wav,Bernie Sanders,bona-fide
12770.wav,Ayn Rand,bona-fide
12771.wav,Kanye West,spoof
12772.wav,Barack Obama,bona-fide
12773.wav,Queen Elizabeth II,spoof
12774.wav,Ronald Reagan,bona-fide
12775.wav,Donald Trump,bona-fide
12776.wav,Gilbert Gottfried,bona-fide
12777.wav,Barack Obama,bona-fide
12778.wav,Mark Zuckerberg,bona-fide
12779.wav,Alec Guinness,bona-fide
12780.wav,Mark Zuckerberg,bona-fide
12781.wav,Nick Offerman,bona-fide
12782.wav,Bill Clinton,bona-fide
12783.wav,Mark Zuckerberg,bona-fide
12784.wav,Alec Guinness,bona-fide
12785.wav,Donald Trump,bona-fide
12786.wav,Bill Clinton,spoof
12787.wav,Nelson Mandela,bona-fide
12788.wav,Donald Trump,bona-fide
12789.wav,Alexandria Ocasio-Cortez,bona-fide
12790.wav,Boris Johnson,spoof
12791.wav,Bill Clinton,spoof
12792.wav,Christopher Hitchens,bona-fide
12793.wav,Bernie Sanders,bona-fide
12794.wav,Ronald Reagan,bona-fide
12795.wav,2Pac,spoof
12796.wav,Bill Clinton,spoof
12797.wav,Ayn Rand,spoof
12798.wav,Calvin Coolidge,bona-fide
12799.wav,Alan Watts,spoof
12800.wav,Milton Friedman,spoof
12801.wav,Nelson Mandela,spoof
12802.wav,Ronald Reagan,spoof
12803.wav,Alec Guinness,bona-fide
12804.wav,Donald Trump,spoof
12805.wav,Lyndon Johnson,bona-fide
12806.wav,Ronald Reagan,bona-fide
12807.wav,Barack Obama,bona-fide
12808.wav,Milton Friedman,bona-fide
12809.wav,Barack Obama,bona-fide
12810.wav,Bill Clinton,spoof
12811.wav,Barack Obama,bona-fide
12812.wav,Gilbert Gottfried,spoof
12813.wav,Alexandria Ocasio-Cortez,bona-fide
12814.wav,Alexandria Ocasio-Cortez,bona-fide
12815.wav,Bill Burr,bona-fide
12816.wav,Alec Guinness,spoof
12817.wav,Barack Obama,bona-fide
12818.wav,Milton Friedman,spoof
12819.wav,Bernie Sanders,spoof
12820.wav,Bernie Sanders,bona-fide
12821.wav,George W. Bush,spoof
12822.wav,Alec Guinness,spoof
12823.wav,Martin Luther King,spoof
12824.wav,FDR,spoof
12825.wav,Donald Trump,bona-fide
12826.wav,George W. Bush,spoof
12827.wav,Bill Clinton,bona-fide
12828.wav,Barack Obama,bona-fide
12829.wav,Winston Churchill,bona-fide
12830.wav,Nelson Mandela,bona-fide
12831.wav,Barack Obama,bona-fide
12832.wav,Kanye West,spoof
12833.wav,Bill Clinton,spoof
12834.wav,Alan Watts,spoof
12835.wav,JFK,spoof
12836.wav,Bernie Sanders,spoof
12837.wav,JFK,bona-fide
12838.wav,Ronald Reagan,spoof
12839.wav,Barack Obama,bona-fide
12840.wav,Barack Obama,bona-fide
12841.wav,Tucker Carlson,spoof
12842.wav,Bill Clinton,bona-fide
12843.wav,Ronald Reagan,spoof
12844.wav,Nick Offerman,bona-fide
12845.wav,Bernie Sanders,bona-fide
12846.wav,Donald Trump,bona-fide
12847.wav,Winston Churchill,bona-fide
12848.wav,Alec Guinness,spoof
12849.wav,Alec Guinness,spoof
12850.wav,JFK,bona-fide
12851.wav,Bernie Sanders,spoof
12852.wav,Bill Clinton,bona-fide
12853.wav,Ayn Rand,spoof
12854.wav,Donald Trump,bona-fide
12855.wav,Martin Luther King,bona-fide
12856.wav,Alec Guinness,spoof
12857.wav,Bernie Sanders,spoof
12858.wav,Donald Trump,bona-fide
12859.wav,Nick Offerman,bona-fide
12860.wav,Ayn Rand,bona-fide
12861.wav,Alec Guinness,bona-fide
12862.wav,Barack Obama,bona-fide
12863.wav,Louis Farrakhan,bona-fide
12864.wav,Alec Guinness,bona-fide
12865.wav,Alec Guinness,spoof
12866.wav,Bill Clinton,bona-fide
12867.wav,Bill Clinton,spoof
12868.wav,Ayn Rand,bona-fide
12869.wav,Christopher Hitchens,bona-fide
12870.wav,Norm MacDonald,spoof
12871.wav,Barack Obama,bona-fide
12872.wav,Bernie Sanders,bona-fide
12873.wav,Mark Zuckerberg,spoof
12874.wav,2Pac,spoof
12875.wav,Bill Clinton,bona-fide
12876.wav,Norm MacDonald,spoof
12877.wav,Nelson Mandela,spoof
12878.wav,Alan Watts,spoof
12879.wav,Ayn Rand,spoof
12880.wav,Barack Obama,bona-fide
12881.wav,Barack Obama,bona-fide
12882.wav,Donald Trump,bona-fide
12883.wav,Barack Obama,bona-fide
12884.wav,Orson Welles,bona-fide
12885.wav,Barack Obama,bona-fide
12886.wav,Nelson Mandela,spoof
12887.wav,Ayn Rand,spoof
12888.wav,Gilbert Gottfried,spoof
12889.wav,Winston Churchill,spoof
12890.wav,Dwight Eisenhower,bona-fide
12891.wav,Barack Obama,bona-fide
12892.wav,Nick Offerman,spoof
12893.wav,Alec Guinness,spoof
12894.wav,Richard Nixon,spoof
12895.wav,Alan Watts,spoof
12896.wav,Alec Guinness,spoof
12897.wav,Bernie Sanders,bona-fide
12898.wav,Alec Guinness,spoof
12899.wav,Ayn Rand,bona-fide
12900.wav,Martin Luther King,bona-fide
12901.wav,Alec Guinness,bona-fide
12902.wav,Barack Obama,bona-fide
12903.wav,Bernie Sanders,bona-fide
12904.wav,Lyndon Johnson,bona-fide
12905.wav,Christopher Hitchens,spoof
12906.wav,Alec Guinness,spoof
12907.wav,Orson Welles,spoof
12908.wav,Winston Churchill,bona-fide
12909.wav,Norm MacDonald,bona-fide
12910.wav,Bernie Sanders,bona-fide
12911.wav,Barack Obama,bona-fide
12912.wav,FDR,bona-fide
12913.wav,Orson Welles,spoof
12914.wav,Barack Obama,bona-fide
12915.wav,Alec Guinness,bona-fide
12916.wav,Barack Obama,spoof
12917.wav,Christopher Hitchens,spoof
12918.wav,Mitch Hedberg,spoof
12919.wav,Adam Driver,spoof
12920.wav,Calvin Coolidge,bona-fide
12921.wav,Bernie Sanders,bona-fide
12922.wav,Alec Guinness,bona-fide
12923.wav,Barack Obama,bona-fide
12924.wav,Barack Obama,spoof
12925.wav,Alec Guinness,bona-fide
12926.wav,Donald Trump,bona-fide
12927.wav,Donald Trump,bona-fide
12928.wav,Bill Clinton,bona-fide
12929.wav,Kanye West,bona-fide
12930.wav,Alec Guinness,bona-fide
12931.wav,Ronald Reagan,spoof
12932.wav,Kanye West,spoof
12933.wav,Barack Obama,bona-fide
12934.wav,JFK,bona-fide
12935.wav,Christopher Hitchens,spoof
12936.wav,Gilbert Gottfried,bona-fide
12937.wav,Alec Guinness,spoof
12938.wav,Arnold Schwarzenegger,bona-fide
12939.wav,Mark Zuckerberg,bona-fide
12940.wav,Donald Trump,bona-fide
12941.wav,Scarlett Johansson,spoof
12942.wav,Gilbert Gottfried,bona-fide
12943.wav,Christopher Hitchens,bona-fide
12944.wav,Donald Trump,bona-fide
12945.wav,Bill Clinton,bona-fide
12946.wav,Ronald Reagan,spoof
12947.wav,Christopher Hitchens,spoof
12948.wav,George W. Bush,bona-fide
12949.wav,Ayn Rand,bona-fide
12950.wav,Bill Clinton,spoof
12951.wav,Bernie Sanders,bona-fide
12952.wav,Bernie Sanders,spoof
12953.wav,Ronald Reagan,spoof
12954.wav,Barack Obama,bona-fide
12955.wav,Bill Clinton,bona-fide
12956.wav,Boris Johnson,bona-fide
12957.wav,Ronald Reagan,spoof
12958.wav,Tucker Carlson,bona-fide
12959.wav,Alec Guinness,spoof
12960.wav,Christopher Hitchens,spoof
12961.wav,Ronald Reagan,bona-fide
12962.wav,Bernie Sanders,bona-fide
12963.wav,Bernie Sanders,spoof
12964.wav,Bernie Sanders,bona-fide
12965.wav,Christopher Hitchens,spoof
12966.wav,Bernie Sanders,bona-fide
12967.wav,Alec Guinness,bona-fide
12968.wav,Ayn Rand,spoof
12969.wav,Donald Trump,bona-fide
12970.wav,Bill Clinton,spoof
12971.wav,Christopher Hitchens,spoof
12972.wav,Bill Clinton,spoof
12973.wav,Donald Trump,bona-fide
12974.wav,Bernie Sanders,bona-fide
12975.wav,Donald Trump,bona-fide
12976.wav,Donald Trump,spoof
12977.wav,Mark Zuckerberg,bona-fide
12978.wav,Ayn Rand,bona-fide
12979.wav,Barack Obama,bona-fide
12980.wav,JFK,bona-fide
12981.wav,Bernie Sanders,bona-fide
12982.wav,Alexandria Ocasio-Cortez,bona-fide
12983.wav,Ayn Rand,spoof
12984.wav,Alec Guinness,bona-fide
12985.wav,Ronald Reagan,bona-fide
12986.wav,Barack Obama,bona-fide
12987.wav,Queen Elizabeth II,spoof
12988.wav,Barack Obama,spoof
12989.wav,Ayn Rand,spoof
12990.wav,Bernie Sanders,bona-fide
12991.wav,Ayn Rand,spoof
12992.wav,Bernie Sanders,bona-fide
12993.wav,Barack Obama,bona-fide
12994.wav,FDR,bona-fide
12995.wav,Ayn Rand,bona-fide
12996.wav,Barack Obama,bona-fide
12997.wav,Bill Clinton,spoof
12998.wav,Ayn Rand,spoof
12999.wav,George W. Bush,spoof
13000.wav,George Carlin,bona-fide
13001.wav,Winston Churchill,bona-fide
13002.wav,Alec Guinness,spoof
13003.wav,Donald Trump,bona-fide
13004.wav,Ronald Reagan,bona-fide
13005.wav,Bill Clinton,bona-fide
13006.wav,Alec Guinness,spoof
13007.wav,Winston Churchill,bona-fide
13008.wav,Barack Obama,bona-fide
13009.wav,Richard Nixon,bona-fide
13010.wav,Donald Trump,bona-fide
13011.wav,Bernie Sanders,bona-fide
13012.wav,Dwight Eisenhower,bona-fide
13013.wav,Donald Trump,bona-fide
13014.wav,Donald Trump,bona-fide
13015.wav,Bill Clinton,spoof
13016.wav,Queen Elizabeth II,spoof
13017.wav,George Carlin,bona-fide
13018.wav,Bernie Sanders,spoof
13019.wav,The Notorious B.I.G.,spoof
13020.wav,Winston Churchill,spoof
13021.wav,Jerry Seinfeld,spoof
13022.wav,Adam Driver,bona-fide
13023.wav,Bernie Sanders,spoof
13024.wav,Ayn Rand,spoof
13025.wav,Nelson Mandela,spoof
13026.wav,Harry Truman,bona-fide
13027.wav,Dwight Eisenhower,spoof
13028.wav,Ayn Rand,bona-fide
13029.wav,Donald Trump,bona-fide
13030.wav,Alec Guinness,spoof
13031.wav,Alec Guinness,spoof
13032.wav,Bill Burr,bona-fide
13033.wav,Queen Elizabeth II,spoof
13034.wav,John Cleese,spoof
13035.wav,Bernie Sanders,spoof
13036.wav,Bob Ross,bona-fide
13037.wav,George W. Bush,spoof
13038.wav,Mark Zuckerberg,bona-fide
13039.wav,Alec Guinness,bona-fide
13040.wav,Donald Trump,bona-fide
13041.wav,Alec Guinness,spoof
13042.wav,Alec Guinness,bona-fide
13043.wav,Ayn Rand,bona-fide
13044.wav,Martin Luther King,bona-fide
13045.wav,Arnold Schwarzenegger,bona-fide
13046.wav,Donald Trump,bona-fide
13047.wav,Winston Churchill,spoof
13048.wav,Ronald Reagan,spoof
13049.wav,FDR,bona-fide
13050.wav,Barack Obama,bona-fide
13051.wav,Richard Nixon,bona-fide
13052.wav,Barack Obama,bona-fide
13053.wav,Bill Burr,spoof
13054.wav,Christopher Hitchens,bona-fide
13055.wav,Barack Obama,bona-fide
13056.wav,Ayn Rand,bona-fide
13057.wav,Queen Elizabeth II,spoof
13058.wav,Alec Guinness,spoof
13059.wav,Boris Johnson,bona-fide
13060.wav,JFK,bona-fide
13061.wav,Barack Obama,bona-fide
13062.wav,Donald Trump,bona-fide
13063.wav,Louis Farrakhan,bona-fide
13064.wav,Bill Clinton,spoof
13065.wav,Alec Guinness,bona-fide
13066.wav,Christopher Hitchens,spoof
13067.wav,Donald Trump,bona-fide
13068.wav,Queen Elizabeth II,spoof
13069.wav,Queen Elizabeth II,spoof
13070.wav,FDR,bona-fide
13071.wav,Queen Elizabeth II,bona-fide
13072.wav,Alec Guinness,spoof
13073.wav,JFK,bona-fide
13074.wav,Ayn Rand,spoof
13075.wav,Ronald Reagan,spoof
13076.wav,Alec Guinness,bona-fide
13077.wav,Ronald Reagan,spoof
13078.wav,George W. Bush,spoof
13079.wav,Bill Burr,bona-fide
13080.wav,Bill Clinton,spoof
13081.wav,Alec Guinness,bona-fide
13082.wav,Barack Obama,bona-fide
13083.wav,Barack Obama,spoof
13084.wav,Bernie Sanders,spoof
13085.wav,The Notorious B.I.G.,spoof
13086.wav,Bill Clinton,bona-fide
13087.wav,Barack Obama,bona-fide
13088.wav,Bernie Sanders,spoof
13089.wav,Bernie Sanders,spoof
13090.wav,Ayn Rand,spoof
13091.wav,Bill Clinton,spoof
13092.wav,Bill Clinton,spoof
13093.wav,Ayn Rand,bona-fide
13094.wav,Alan Watts,spoof
13095.wav,Mr. Rogers,spoof
13096.wav,Barack Obama,bona-fide
13097.wav,Donald Trump,bona-fide
13098.wav,Ayn Rand,bona-fide
13099.wav,Donald Trump,bona-fide
13100.wav,Alec Guinness,bona-fide
13101.wav,Alec Guinness,bona-fide
13102.wav,Alec Guinness,spoof
13103.wav,Ayn Rand,bona-fide
13104.wav,Barack Obama,bona-fide
13105.wav,Winston Churchill,bona-fide
13106.wav,Alec Guinness,bona-fide
13107.wav,Alec Guinness,spoof
13108.wav,Bernie Sanders,spoof
13109.wav,Alec Guinness,spoof
13110.wav,Ayn Rand,spoof
13111.wav,Ayn Rand,spoof
13112.wav,Christopher Hitchens,bona-fide
13113.wav,George Carlin,spoof
13114.wav,Alec Guinness,bona-fide
13115.wav,Christopher Hitchens,bona-fide
13116.wav,Christopher Hitchens,spoof
13117.wav,Donald Trump,bona-fide
13118.wav,Bill Clinton,spoof
13119.wav,Christopher Hitchens,bona-fide
13120.wav,Scarlett Johansson,spoof
13121.wav,Ayn Rand,bona-fide
13122.wav,Donald Trump,bona-fide
13123.wav,Barack Obama,bona-fide
13124.wav,Louis Farrakhan,bona-fide
13125.wav,Donald Trump,bona-fide
13126.wav,Barack Obama,bona-fide
13127.wav,Christopher Hitchens,spoof
13128.wav,Alec Guinness,spoof
13129.wav,Martin Luther King,bona-fide
13130.wav,Alec Guinness,bona-fide
13131.wav,Alec Guinness,bona-fide
13132.wav,Alexandria Ocasio-Cortez,bona-fide
13133.wav,Donald Trump,bona-fide
13134.wav,Winston Churchill,spoof
13135.wav,Alec Guinness,bona-fide
13136.wav,Dwight Eisenhower,bona-fide
13137.wav,Ayn Rand,bona-fide
13138.wav,Alan Watts,spoof
13139.wav,Barack Obama,bona-fide
13140.wav,Barack Obama,bona-fide
13141.wav,Bernie Sanders,spoof
13142.wav,Dwight Eisenhower,spoof
13143.wav,Donald Trump,bona-fide
13144.wav,Donald Trump,bona-fide
13145.wav,Bernie Sanders,bona-fide
13146.wav,Norm MacDonald,spoof
13147.wav,Donald Trump,bona-fide
13148.wav,Kanye West,bona-fide
13149.wav,Bill Clinton,bona-fide
13150.wav,Barack Obama,bona-fide
13151.wav,Barack Obama,bona-fide
13152.wav,Alec Guinness,spoof
13153.wav,Bill Clinton,bona-fide
13154.wav,Bernie Sanders,bona-fide
13155.wav,JFK,bona-fide
13156.wav,George Carlin,spoof
13157.wav,Alexandria Ocasio-Cortez,bona-fide
13158.wav,Donald Trump,bona-fide
13159.wav,Barack Obama,bona-fide
13160.wav,Ayn Rand,bona-fide
13161.wav,Alec Guinness,spoof
